relative_path,bytes,sha256
tasks/CODEX_CYCLE_03_REMAINING_EVIDENCE.md,8123,ebc1d392841e650f31066baf847f10c4ad6932fd72447dad73d6b418e883d224
outputs/cycle03/admission_audit.json,3040,e27711406b9dcba601eb352a33a9cd81c6edbb8850df558ce8c599e3c63781ec
outputs/cycle03/admission_report.md,7138,29f2f247ca8a6d65a805821ccfe39a4c07d428eec212ec17644ecda21de959c4
outputs/cycle03/aphh_beijing_radiocarbon_sample_crosswalk.csv,2392,11c17bc0b0a032235d1447252ec1077f37664a2259e43eba5e7eecfcb623fbbf
outputs/cycle03/barrow_2012_2013_exact_case_crosswalk.csv,1701,471dde182cea765d0cc6aaa5dc343457f91908c0f191c4fa1683802bf76dc43d
outputs/cycle03/candidate_dataset_matrix.csv,1916,e7a784851eedb5e0602f799f1feab5dee1ca461b18531a70c555ee6fec919df1
outputs/cycle03/dataset_file_audit.csv,4553,900f91e2a487a0bd10654f281352775e2d66bf88eff1bf9f5698c4099d8f25be
outputs/cycle03/EDITORIAL_RECOMMENDATION.md,1700,ca26bb13af3b6afddc1759f3722bef041b8b4d4b29008b81c4c48ed435444443
outputs/cycle03/external_request_status.csv,933,dd8a6e31f1991f75fa5af499c830ac34570c704ef705e9a891218a0e4075c200
outputs/cycle03/fairbanks_2011_2012_table12_crosswalk.csv,4011,90d22c740a7ac42afa16845138767c2eca62f2df01cae57966bc9e62f37c07b9
outputs/cycle03/Fairbanks_ADEC_Public_Records_Request_DRAFT.md,9060,f5618c3b7b585eeab85c381267c3bb73020adc19d956c520bdf3dbb80cc81ad7
outputs/cycle03/fairbanks_electronic_package_recovery.csv,4933,570c2250399f2b0f5af8973de8f4ad9391a8a4f9dd40f1d18d2ec934909571ff
outputs/cycle03/KEEP_HOLD_REMOVE.md,4594,3588d917c5602fe1d6072adc7236d4ebe3c96bc3050cf3fc0da5e5bd914fec79
outputs/cycle03/README.md,778,a6d991c535cf23b293b913571c996fcf9c102b3b1132ec19d03ddb8282e2f44c
outputs/cycle03/reproduction.md,2505,05f147613c6911d20bbe26f9b1344d060b8f0af96961d6d93e39e6618f75b12d
outputs/cycle03/SCIENTIFIC_CHANGELOG.md,2157,fcd3bfd6e6357ea284119f5a225c9997ba12740419eada0e638b7797dfc9afe9
outputs/cycle03/source_inventory.csv,8912,9116b881495e8762a84b96f3e76ffd535149237a85606da0ac4ca63b6855fe45
scripts/audit_cycle03_evidence.py,16818,e0e7009483ed09ad3c64c160c8767c73755e900519b58510aedb88b8a67c54c0
scripts/build_cycle03_package.py,2836,f3ab03b68bde15d10e5514667d2f4d89921ffcc5208a561cf68340304174e6fa
tests/test_cycle03_evidence.py,4880,57bfdbdf5baf19478aa484e944eda0e829e321d5e3bce73d03b0b7cb050f8d7e
